shipment_id,origin_city,destination_city,expected_duration,delivery_duration,delay_flag
SHP_0060307,Medan,Bandung,5,4,0
SHP_0060308,Balikpapan,Surabaya,4,3,0
SHP_0060309,Jakarta,Bandung,4,5,0
SHP_0060310,Denpasar,Semarang,4,4,0
SHP_0060311,Medan,Surabaya,2,2,0
SHP_0060312,Balikpapan,Semarang,2,1,0
SHP_0060313,Makassar,Medan,3,3,0
SHP_0060314,Surabaya,Jakarta,5,8,1
SHP_0060315,Bandung,Surabaya,3,3,0
SHP_0060316,Surabaya,Jakarta,2,3,0
SHP_0060317,Jakarta,Surabaya,3,6,1
SHP_0060318,Makassar,Jakarta,2,2,0
SHP_0060319,Semarang,Makassar,3,4,0
SHP_0060320,Surabaya,Jakarta,1,1,0
SHP_0060321,Jakarta,Makassar,2,3,1
SHP_0060322,Denpasar,Balikpapan,5,6,0
SHP_0060323,Makassar,Denpasar,3,4,0
SHP_0060324,Bandung,Medan,1,1,0
SHP_0060325,Medan,Balikpapan,1,2,0
SHP_0060326,Bandung,Jakarta,4,6,1
SHP_0060327,Denpasar,Surabaya,2,3,0
SHP_0060328,Surabaya,Bandung,2,2,0
SHP_0060329,Surabaya,Medan,1,1,0
SHP_0060330,Makassar,Surabaya,1,1,0
SHP_0060331,Semarang,Surabaya,1,2,1
SHP_0060332,Denpasar,Jakarta,3,3,0
SHP_0060333,Denpasar,Bandung,1,1,0
SHP_0060334,Surabaya,Bandung,3,4,0
SHP_0060335,Semarang,Medan,4,4,0
SHP_0060336,Balikpapan,Bandung,5,8,1
SHP_0060337,Balikpapan,Surabaya,5,7,1
SHP_0060338,Surabaya,Semarang,2,5,1
SHP_0060339,Jakarta,Denpasar,4,4,0
SHP_0060340,Bandung,Balikpapan,3,2,0
SHP_0060341,Makassar,Balikpapan,4,5,1
SHP_0060342,Bandung,Semarang,2,1,0
SHP_0060343,Makassar,Bandung,5,4,0
SHP_0060344,Semarang,Jakarta,3,2,0
SHP_0060345,Balikpapan,Jakarta,1,1,0
SHP_0060346,Semarang,Makassar,4,5,1
SHP_0060347,Balikpapan,Semarang,5,6,1
SHP_0060348,Bandung,Semarang,1,1,0
SHP_0060349,Medan,Makassar,5,4,0
SHP_0060350,Medan,Surabaya,1,1,0
SHP_0060351,Surabaya,Bandung,5,4,0
SHP_0060352,Balikpapan,Medan,4,6,1
SHP_0060353,Denpasar,Medan,3,2,0
SHP_0060354,Jakarta,Makassar,4,4,0
SHP_0060355,Surabaya,Denpasar,2,5,1
SHP_0060356,Balikpapan,Surabaya,4,6,1
SHP_0060357,Medan,Denpasar,3,4,0
SHP_0060358,Bandung,Denpasar,5,5,0
SHP_0060359,Makassar,Jakarta,3,2,0
SHP_0060360,Medan,Balikpapan,5,8,1
SHP_0060361,Surabaya,Balikpapan,2,3,0
SHP_0060362,Medan,Balikpapan,2,3,0
SHP_0060363,Denpasar,Makassar,5,6,0
SHP_0060364,Balikpapan,Bandung,4,5,0
SHP_0060365,Jakarta,Bandung,1,2,1
SHP_0060366,Denpasar,Bandung,5,4,0
SHP_0060367,Balikpapan,Jakarta,4,4,0
SHP_0060368,Medan,Jakarta,4,3,0
SHP_0060369,Medan,Surabaya,4,5,0
SHP_0060370,Bandung,Makassar,2,3,0
SHP_0060371,Denpasar,Balikpapan,5,6,0
SHP_0060372,Jakarta,Semarang,2,4,1
SHP_0060373,Bandung,Jakarta,4,3,0
SHP_0060374,Bandung,Medan,4,3,0
SHP_0060375,Surabaya,Bandung,5,4,0
SHP_0060376,Denpasar,Bandung,4,4,0
SHP_0060377,Jakarta,Balikpapan,1,2,0
SHP_0060378,Bandung,Makassar,1,1,0
SHP_0060379,Surabaya,Makassar,5,5,0
SHP_0060380,Denpasar,Jakarta,3,4,0
SHP_0060381,Jakarta,Medan,3,3,0
SHP_0060382,Denpasar,Surabaya,4,6,1
SHP_0060383,Semarang,Bandung,4,5,0
SHP_0060384,Jakarta,Denpasar,2,1,0
SHP_0060385,Semarang,Medan,1,1,0
SHP_0060386,Bandung,Makassar,2,3,0
SHP_0060387,Makassar,Semarang,3,3,0
SHP_0060388,Makassar,Surabaya,3,2,0
SHP_0060389,Makassar,Semarang,5,5,0
SHP_0060390,Makassar,Medan,5,4,0
SHP_0060391,Medan,Makassar,5,5,0
SHP_0060392,Surabaya,Bandung,3,4,0
SHP_0060393,Surabaya,Semarang,3,6,1
SHP_0060394,Denpasar,Surabaya,3,2,0
SHP_0060395,Bandung,Denpasar,1,2,0
SHP_0060396,Denpasar,Semarang,2,3,1
SHP_0060397,Denpasar,Makassar,4,4,0
SHP_0060398,Balikpapan,Denpasar,5,7,1
SHP_0060399,Makassar,Denpasar,5,5,0
SHP_0060400,Surabaya,Balikpapan,3,3,0
SHP_0060401,Balikpapan,Jakarta,1,1,0
SHP_0060402,Denpasar,Jakarta,1,1,0
SHP_0060403,Jakarta,Makassar,5,6,0
SHP_0060404,Bandung,Medan,2,3,0
SHP_0060405,Makassar,Balikpapan,1,1,0
SHP_0060406,Jakarta,Denpasar,1,2,0
SHP_0060407,Bandung,Makassar,3,4,0
SHP_0060408,Makassar,Surabaya,1,2,1
SHP_0060409,Jakarta,Makassar,1,3,1
SHP_0060410,Bandung,Denpasar,2,1,0
SHP_0060411,Semarang,Bandung,2,4,1
SHP_0060412,Jakarta,Denpasar,1,2,1
SHP_0060413,Surabaya,Balikpapan,3,3,0
SHP_0060414,Makassar,Jakarta,2,1,0
SHP_0060415,Semarang,Balikpapan,4,5,0
SHP_0060416,Medan,Balikpapan,3,2,0
SHP_0060417,Medan,Surabaya,1,1,0
SHP_0060418,Makassar,Medan,1,2,0
SHP_0060419,Jakarta,Bandung,3,4,0
SHP_0060420,Medan,Makassar,3,4,1
SHP_0060421,Jakarta,Semarang,4,5,0
SHP_0060422,Semarang,Medan,4,4,0
SHP_0060423,Bandung,Medan,1,2,1
SHP_0060424,Jakarta,Bandung,2,1,0
SHP_0060425,Bandung,Balikpapan,4,3,0
SHP_0060426,Surabaya,Medan,1,1,0
SHP_0060427,Medan,Makassar,5,5,0
SHP_0060428,Medan,Denpasar,2,2,0
SHP_0060429,Jakarta,Surabaya,4,3,0
SHP_0060430,Makassar,Balikpapan,2,2,0
SHP_0060431,Semarang,Surabaya,3,3,0
SHP_0060432,Medan,Bandung,1,1,0
SHP_0060433,Denpasar,Semarang,5,4,0
SHP_0060434,Denpasar,Semarang,1,1,0
SHP_0060435,Surabaya,Bandung,3,4,1
SHP_0060436,Medan,Balikpapan,1,1,0
SHP_0060437,Denpasar,Medan,5,4,0
SHP_0060438,Denpasar,Jakarta,2,2,0
SHP_0060439,Surabaya,Makassar,3,5,1
SHP_0060440,Balikpapan,Bandung,2,1,0
SHP_0060441,Makassar,Balikpapan,2,3,0
SHP_0060442,Jakarta,Denpasar,2,2,0
SHP_0060443,Jakarta,Bandung,2,3,0
SHP_0060444,Medan,Makassar,4,5,0
SHP_0060445,Denpasar,Medan,2,2,0
SHP_0060446,Denpasar,Semarang,2,5,1
SHP_0060447,Bandung,Makassar,1,4,1
SHP_0060448,Semarang,Medan,2,5,1
SHP_0060449,Denpasar,Makassar,2,2,0
SHP_0060450,Medan,Denpasar,1,1,0
SHP_0060451,Surabaya,Semarang,5,4,0
SHP_0060452,Bandung,Denpasar,4,5,0
SHP_0060453,Bandung,Denpasar,5,8,1
SHP_0060454,Surabaya,Denpasar,3,3,0
SHP_0060455,Bandung,Jakarta,5,5,0
SHP_0060456,Balikpapan,Bandung,1,1,0
SHP_0060457,Balikpapan,Medan,1,2,0
SHP_0060458,Bandung,Makassar,3,4,0
SHP_0060459,Surabaya,Semarang,1,2,0
SHP_0060460,Bandung,Jakarta,4,6,1
SHP_0060461,Jakarta,Denpasar,3,6,1
SHP_0060462,Denpasar,Makassar,3,2,0
SHP_0060463,Makassar,Balikpapan,1,4,1
SHP_0060464,Surabaya,Jakarta,3,6,1
SHP_0060465,Makassar,Denpasar,5,8,1
SHP_0060466,Denpasar,Semarang,4,4,0
SHP_0060467,Medan,Balikpapan,1,1,0
SHP_0060468,Bandung,Surabaya,1,1,0
SHP_0060469,Jakarta,Semarang,1,1,0
SHP_0060470,Semarang,Balikpapan,2,1,0
SHP_0060471,Semarang,Balikpapan,4,3,0
SHP_0060472,Jakarta,Bandung,1,2,0
SHP_0060473,Balikpapan,Semarang,4,3,0
SHP_0060474,Bandung,Surabaya,1,3,1
SHP_0060475,Medan,Jakarta,3,2,0
SHP_0060476,Makassar,Balikpapan,3,4,1
SHP_0060477,Denpasar,Bandung,5,4,0
SHP_0060478,Makassar,Semarang,3,3,0
SHP_0060479,Semarang,Surabaya,3,4,0
SHP_0060480,Bandung,Denpasar,5,5,0
SHP_0060481,Balikpapan,Bandung,5,6,0
SHP_0060482,Semarang,Balikpapan,3,3,0
SHP_0060483,Bandung,Denpasar,4,5,1
SHP_0060484,Makassar,Surabaya,3,2,0
SHP_0060485,Medan,Denpasar,1,1,0
SHP_0060486,Bandung,Jakarta,3,3,0
SHP_0060487,Balikpapan,Surabaya,5,6,1
SHP_0060488,Jakarta,Balikpapan,3,2,0
SHP_0060489,Makassar,Denpasar,4,5,0
SHP_0060490,Bandung,Surabaya,3,4,0
SHP_0060491,Balikpapan,Makassar,4,3,0
SHP_0060492,Surabaya,Semarang,4,3,0
SHP_0060493,Medan,Semarang,3,2,0
SHP_0060494,Bandung,Surabaya,4,5,0
SHP_0060495,Jakarta,Bandung,5,7,1
SHP_0060496,Balikpapan,Denpasar,4,5,0
SHP_0060497,Denpasar,Surabaya,4,7,1
SHP_0060498,Semarang,Denpasar,4,4,0
SHP_0060499,Makassar,Balikpapan,2,4,1
SHP_0060500,Jakarta,Bandung,5,5,0
SHP_0060501,Medan,Makassar,2,3,0
SHP_0060502,Balikpapan,Medan,5,5,0
SHP_0060503,Surabaya,Denpasar,5,5,0
SHP_0060504,Jakarta,Denpasar,2,3,0
SHP_0060505,Jakarta,Bandung,5,4,0
SHP_0060506,Medan,Makassar,2,2,0
SHP_0060507,Balikpapan,Semarang,1,1,0
SHP_0060508,Makassar,Balikpapan,3,4,0
SHP_0060509,Surabaya,Makassar,4,3,0
SHP_0060510,Denpasar,Makassar,5,4,0
SHP_0060511,Bandung,Semarang,5,6,0
SHP_0060512,Denpasar,Surabaya,2,1,0
SHP_0060513,Balikpapan,Denpasar,4,4,0
SHP_0060514,Surabaya,Makassar,4,7,1
SHP_0060515,Denpasar,Jakarta,3,4,0
SHP_0060516,Jakarta,Makassar,4,4,0
SHP_0060517,Medan,Makassar,5,5,0
SHP_0060518,Semarang,Bandung,3,4,0
SHP_0060519,Semarang,Bandung,1,1,0
SHP_0060520,Medan,Semarang,2,3,0
SHP_0060521,Makassar,Balikpapan,2,3,0
SHP_0060522,Balikpapan,Denpasar,5,6,0
SHP_0060523,Jakarta,Makassar,1,2,0
SHP_0060524,Semarang,Bandung,2,3,0
SHP_0060525,Medan,Jakarta,5,6,0
SHP_0060526,Denpasar,Surabaya,5,4,0
SHP_0060527,Denpasar,Balikpapan,5,5,0
SHP_0060528,Bandung,Medan,2,5,1
SHP_0060529,Denpasar,Bandung,4,5,0
SHP_0060530,Medan,Denpasar,1,2,0
SHP_0060531,Makassar,Denpasar,5,4,0
SHP_0060532,Balikpapan,Makassar,2,3,1
SHP_0060533,Bandung,Makassar,4,5,0
SHP_0060534,Makassar,Denpasar,3,5,1
SHP_0060535,Denpasar,Jakarta,2,3,0
SHP_0060536,Surabaya,Semarang,1,1,0
SHP_0060537,Surabaya,Semarang,3,4,0
SHP_0060538,Jakarta,Medan,5,5,0
SHP_0060539,Denpasar,Balikpapan,3,4,0
SHP_0060540,Surabaya,Makassar,2,1,0
SHP_0060541,Makassar,Bandung,2,4,1
SHP_0060542,Bandung,Denpasar,2,3,1
SHP_0060543,Semarang,Medan,5,6,1
SHP_0060544,Denpasar,Jakarta,5,7,1
SHP_0060545,Balikpapan,Medan,3,6,1
SHP_0060546,Makassar,Jakarta,2,4,1
SHP_0060547,Medan,Denpasar,2,2,0
SHP_0060548,Surabaya,Jakarta,4,3,0
SHP_0060549,Bandung,Balikpapan,2,3,0
SHP_0060550,Surabaya,Medan,5,4,0
SHP_0060551,Balikpapan,Makassar,1,1,0
SHP_0060552,Surabaya,Makassar,2,4,1
SHP_0060553,Jakarta,Makassar,5,5,0
SHP_0060554,Surabaya,Semarang,1,2,0
SHP_0060555,Balikpapan,Makassar,2,2,0
SHP_0060556,Surabaya,Balikpapan,3,6,1
SHP_0060557,Bandung,Semarang,5,6,0
SHP_0060558,Jakarta,Balikpapan,1,3,1
SHP_0060559,Surabaya,Balikpapan,4,3,0
SHP_0060560,Medan,Makassar,5,7,1
SHP_0060561,Jakarta,Semarang,4,3,0
SHP_0060562,Surabaya,Denpasar,1,1,0
SHP_0060563,Semarang,Balikpapan,3,3,0
SHP_0060564,Surabaya,Bandung,4,4,0
SHP_0060565,Bandung,Denpasar,1,1,0
SHP_0060566,Jakarta,Makassar,5,7,1
SHP_0060567,Surabaya,Medan,3,4,0
SHP_0060568,Balikpapan,Jakarta,1,2,0
SHP_0060569,Bandung,Semarang,1,1,0
SHP_0060570,Denpasar,Jakarta,1,2,0
SHP_0060571,Jakarta,Medan,2,1,0
SHP_0060572,Jakarta,Bandung,4,4,0
SHP_0060573,Jakarta,Semarang,4,3,0
SHP_0060574,Medan,Semarang,2,3,1
SHP_0060575,Medan,Balikpapan,4,5,0
SHP_0060576,Bandung,Jakarta,1,3,1
SHP_0060577,Semarang,Bandung,5,4,0
SHP_0060578,Surabaya,Balikpapan,2,3,0
SHP_0060579,Makassar,Denpasar,2,1,0
SHP_0060580,Semarang,Makassar,2,2,0
SHP_0060581,Surabaya,Balikpapan,5,7,1
SHP_0060582,Semarang,Makassar,4,3,0
SHP_0060583,Semarang,Jakarta,4,3,0
SHP_0060584,Denpasar,Makassar,4,4,0
SHP_0060585,Semarang,Bandung,2,2,0
SHP_0060586,Medan,Jakarta,2,4,1
SHP_0060587,Medan,Denpasar,4,4,0
SHP_0060588,Medan,Balikpapan,4,5,0
SHP_0060589,Balikpapan,Bandung,1,3,1
SHP_0060590,Jakarta,Bandung,3,2,0
SHP_0060591,Denpasar,Bandung,2,3,0
SHP_0060592,Surabaya,Balikpapan,1,1,0
SHP_0060593,Balikpapan,Denpasar,1,2,1
SHP_0060594,Semarang,Bandung,1,4,1
SHP_0060595,Surabaya,Denpasar,1,1,0
SHP_0060596,Bandung,Jakarta,3,2,0
SHP_0060597,Jakarta,Surabaya,1,1,0
SHP_0060598,Jakarta,Denpasar,4,5,0
SHP_0060599,Medan,Semarang,3,4,0
SHP_0060600,Bandung,Makassar,5,8,1
SHP_0060601,Semarang,Denpasar,1,2,0
SHP_0060602,Bandung,Balikpapan,2,1,0
SHP_0060603,Denpasar,Balikpapan,1,1,0
SHP_0060604,Bandung,Surabaya,1,1,0
SHP_0060605,Medan,Makassar,1,3,1
SHP_0060606,Denpasar,Balikpapan,1,2,1
SHP_0060607,Jakarta,Denpasar,3,4,1
SHP_0060608,Surabaya,Jakarta,1,1,0
SHP_0060609,Medan,Makassar,3,2,0
SHP_0060610,Makassar,Bandung,3,3,0
SHP_0060611,Surabaya,Bandung,3,3,0
SHP_0060612,Medan,Surabaya,5,5,0
SHP_0060613,Makassar,Denpasar,5,8,1
SHP_0060614,Makassar,Medan,5,6,0
SHP_0060615,Bandung,Balikpapan,5,5,0
SHP_0060616,Semarang,Denpasar,5,6,0
SHP_0060617,Balikpapan,Bandung,5,5,0
SHP_0060618,Semarang,Makassar,5,6,0
SHP_0060619,Bandung,Balikpapan,4,4,0
SHP_0060620,Jakarta,Surabaya,1,1,0
SHP_0060621,Makassar,Medan,4,4,0
SHP_0060622,Jakarta,Makassar,1,3,1
SHP_0060623,Makassar,Semarang,5,5,0
SHP_0060624,Makassar,Surabaya,4,5,0
SHP_0060625,Medan,Semarang,2,3,0
SHP_0060626,Medan,Semarang,5,6,0
SHP_0060627,Makassar,Surabaya,4,4,0
SHP_0060628,Makassar,Surabaya,2,2,0
SHP_0060629,Surabaya,Semarang,2,1,0
SHP_0060630,Medan,Semarang,4,3,0
SHP_0060631,Semarang,Balikpapan,5,6,1
SHP_0060632,Balikpapan,Medan,1,1,0
SHP_0060633,Balikpapan,Makassar,3,4,0
SHP_0060634,Medan,Bandung,1,2,0
SHP_0060635,Bandung,Medan,1,1,0
SHP_0060636,Bandung,Surabaya,1,4,1
SHP_0060637,Balikpapan,Denpasar,5,4,0
SHP_0060638,Jakarta,Medan,1,2,0
SHP_0060639,Surabaya,Denpasar,3,5,1
SHP_0060640,Surabaya,Jakarta,1,1,0
SHP_0060641,Semarang,Bandung,1,1,0
SHP_0060642,Denpasar,Surabaya,3,4,1
SHP_0060643,Jakarta,Surabaya,1,1,0
SHP_0060644,Surabaya,Balikpapan,2,1,0
SHP_0060645,Balikpapan,Surabaya,2,3,0
SHP_0060646,Bandung,Semarang,3,4,0
SHP_0060647,Denpasar,Surabaya,3,4,0
SHP_0060648,Makassar,Surabaya,5,4,0
SHP_0060649,Bandung,Surabaya,3,2,0
SHP_0060650,Jakarta,Semarang,3,4,0
SHP_0060651,Makassar,Balikpapan,3,5,1
SHP_0060652,Denpasar,Bandung,3,4,0
SHP_0060653,Makassar,Surabaya,3,4,1
SHP_0060654,Surabaya,Balikpapan,2,3,0
SHP_0060655,Balikpapan,Denpasar,5,4,0
SHP_0060656,Semarang,Denpasar,3,5,1
SHP_0060657,Balikpapan,Jakarta,1,1,0
SHP_0060658,Balikpapan,Bandung,3,3,0
SHP_0060659,Medan,Jakarta,5,6,0
SHP_0060660,Semarang,Makassar,4,5,1
SHP_0060661,Balikpapan,Semarang,3,4,0
SHP_0060662,Bandung,Balikpapan,1,2,0
SHP_0060663,Denpasar,Makassar,5,4,0
SHP_0060664,Makassar,Bandung,2,2,0
SHP_0060665,Denpasar,Balikpapan,4,7,1
SHP_0060666,Denpasar,Balikpapan,5,6,0
SHP_0060667,Semarang,Denpasar,1,1,0
SHP_0060668,Bandung,Denpasar,3,4,1
SHP_0060669,Bandung,Surabaya,3,3,0
SHP_0060670,Surabaya,Semarang,3,4,0
SHP_0060671,Balikpapan,Bandung,4,7,1
SHP_0060672,Jakarta,Denpasar,1,1,0
SHP_0060673,Balikpapan,Jakarta,4,3,0
SHP_0060674,Surabaya,Jakarta,4,5,0
SHP_0060675,Medan,Semarang,4,5,0
SHP_0060676,Surabaya,Medan,3,3,0
SHP_0060677,Bandung,Jakarta,4,3,0
SHP_0060678,Bandung,Denpasar,5,8,1
SHP_0060679,Denpasar,Semarang,4,3,0
SHP_0060680,Jakarta,Surabaya,3,3,0
SHP_0060681,Balikpapan,Surabaya,5,6,0
SHP_0060682,Semarang,Denpasar,2,2,0
SHP_0060683,Makassar,Surabaya,5,5,0
SHP_0060684,Medan,Balikpapan,1,1,0
SHP_0060685,Jakarta,Surabaya,1,1,0
SHP_0060686,Medan,Surabaya,2,5,1
SHP_0060687,Semarang,Denpasar,5,4,0
SHP_0060688,Makassar,Surabaya,1,2,1
SHP_0060689,Medan,Balikpapan,1,2,0
SHP_0060690,Jakarta,Medan,3,2,0
SHP_0060691,Bandung,Makassar,4,5,0
SHP_0060692,Surabaya,Semarang,4,7,1
SHP_0060693,Makassar,Denpasar,1,4,1
SHP_0060694,Bandung,Surabaya,1,1,0
SHP_0060695,Bandung,Denpasar,1,2,0
SHP_0060696,Jakarta,Makassar,2,3,0
SHP_0060697,Semarang,Jakarta,5,6,1
SHP_0060698,Balikpapan,Surabaya,1,1,0
SHP_0060699,Denpasar,Medan,5,8,1
SHP_0060700,Jakarta,Surabaya,5,6,0
SHP_0060701,Semarang,Balikpapan,1,2,0
SHP_0060702,Makassar,Balikpapan,4,4,0
SHP_0060703,Semarang,Makassar,2,1,0
SHP_0060704,Bandung,Balikpapan,5,6,0
SHP_0060705,Medan,Semarang,4,3,0
SHP_0060706,Makassar,Jakarta,3,3,0
SHP_0060707,Denpasar,Jakarta,4,7,1
SHP_0060708,Semarang,Makassar,1,3,1
SHP_0060709,Semarang,Medan,4,4,0
SHP_0060710,Jakarta,Denpasar,2,2,0
SHP_0060711,Balikpapan,Jakarta,3,3,0
SHP_0060712,Surabaya,Bandung,5,8,1
SHP_0060713,Surabaya,Medan,2,5,1
SHP_0060714,Jakarta,Denpasar,2,2,0
SHP_0060715,Makassar,Jakarta,3,2,0
SHP_0060716,Denpasar,Bandung,3,3,0
SHP_0060717,Bandung,Surabaya,1,4,1
SHP_0060718,Bandung,Surabaya,2,3,1
SHP_0060719,Bandung,Makassar,4,4,0
SHP_0060720,Bandung,Balikpapan,5,4,0
SHP_0060721,Surabaya,Makassar,2,3,0
SHP_0060722,Medan,Balikpapan,4,5,0
SHP_0060723,Makassar,Denpasar,4,7,1
SHP_0060724,Surabaya,Medan,4,6,1
SHP_0060725,Medan,Denpasar,3,4,0
SHP_0060726,Surabaya,Semarang,3,2,0
SHP_0060727,Jakarta,Denpasar,1,1,0
SHP_0060728,Jakarta,Balikpapan,5,6,0
SHP_0060729,Makassar,Jakarta,5,5,0
SHP_0060730,Surabaya,Semarang,4,5,1
SHP_0060731,Bandung,Denpasar,2,1,0
SHP_0060732,Bandung,Medan,5,6,1
SHP_0060733,Surabaya,Semarang,5,6,0
SHP_0060734,Jakarta,Surabaya,3,3,0
SHP_0060735,Balikpapan,Bandung,5,4,0
SHP_0060736,Jakarta,Medan,5,5,0
SHP_0060737,Semarang,Balikpapan,5,5,0
SHP_0060738,Semarang,Medan,2,2,0
SHP_0060739,Medan,Denpasar,5,8,1
SHP_0060740,Bandung,Jakarta,1,1,0
SHP_0060741,Balikpapan,Semarang,1,1,0
SHP_0060742,Jakarta,Semarang,1,1,0
SHP_0060743,Denpasar,Jakarta,5,4,0
SHP_0060744,Makassar,Bandung,4,4,0
SHP_0060745,Bandung,Surabaya,3,4,0
SHP_0060746,Semarang,Jakarta,2,3,0
SHP_0060747,Makassar,Denpasar,1,2,0
SHP_0060748,Surabaya,Denpasar,2,1,0
SHP_0060749,Surabaya,Medan,2,3,0
SHP_0060750,Jakarta,Surabaya,4,5,0
SHP_0060751,Makassar,Balikpapan,1,2,0
SHP_0060752,Bandung,Surabaya,4,4,0
SHP_0060753,Semarang,Bandung,5,4,0
SHP_0060754,Bandung,Denpasar,5,4,0
SHP_0060755,Surabaya,Bandung,1,2,0
SHP_0060756,Jakarta,Balikpapan,5,7,1
SHP_0060757,Jakarta,Medan,4,3,0
SHP_0060758,Makassar,Balikpapan,5,6,0
SHP_0060759,Bandung,Semarang,5,5,0
SHP_0060760,Makassar,Surabaya,2,2,0
SHP_0060761,Semarang,Jakarta,5,6,0
SHP_0060762,Makassar,Balikpapan,4,4,0
SHP_0060763,Jakarta,Makassar,4,5,0
SHP_0060764,Medan,Makassar,4,5,0
SHP_0060765,Denpasar,Bandung,3,4,0
SHP_0060766,Makassar,Balikpapan,3,3,0
SHP_0060767,Makassar,Semarang,5,5,0
SHP_0060768,Surabaya,Jakarta,3,4,0
SHP_0060769,Bandung,Balikpapan,3,3,0
SHP_0060770,Balikpapan,Surabaya,3,2,0
SHP_0060771,Semarang,Jakarta,4,5,0
SHP_0060772,Denpasar,Bandung,3,4,0
SHP_0060773,Denpasar,Surabaya,3,5,1
SHP_0060774,Medan,Surabaya,2,1,0
SHP_0060775,Bandung,Balikpapan,5,5,0
SHP_0060776,Surabaya,Makassar,1,4,1
SHP_0060777,Bandung,Medan,2,3,1
SHP_0060778,Surabaya,Bandung,1,1,0
SHP_0060779,Surabaya,Denpasar,1,2,0
SHP_0060780,Balikpapan,Medan,4,5,0
SHP_0060781,Jakarta,Denpasar,1,1,0
SHP_0060782,Denpasar,Surabaya,2,3,0
SHP_0060783,Medan,Jakarta,5,4,0
SHP_0060784,Surabaya,Jakarta,1,1,0
SHP_0060785,Balikpapan,Denpasar,4,7,1
SHP_0060786,Jakarta,Balikpapan,2,2,0
SHP_0060787,Jakarta,Medan,1,1,0
SHP_0060788,Balikpapan,Semarang,3,2,0
SHP_0060789,Semarang,Makassar,3,4,0
SHP_0060790,Denpasar,Semarang,5,5,0
SHP_0060791,Balikpapan,Surabaya,4,3,0
SHP_0060792,Medan,Bandung,2,4,1
SHP_0060793,Balikpapan,Semarang,4,7,1
SHP_0060794,Semarang,Bandung,2,3,1
SHP_0060795,Jakarta,Semarang,1,1,0
SHP_0060796,Makassar,Surabaya,4,4,0
SHP_0060797,Makassar,Surabaya,3,4,0
SHP_0060798,Jakarta,Surabaya,4,4,0
SHP_0060799,Makassar,Bandung,3,4,1
SHP_0060800,Surabaya,Bandung,1,2,0
SHP_0060801,Makassar,Balikpapan,4,5,0
SHP_0060802,Surabaya,Semarang,3,4,0
SHP_0060803,Medan,Jakarta,5,6,1
SHP_0060804,Makassar,Denpasar,5,4,0
SHP_0060805,Makassar,Surabaya,1,2,0
SHP_0060806,Surabaya,Denpasar,4,5,0
SHP_0060807,Bandung,Makassar,5,8,1
SHP_0060808,Denpasar,Medan,4,7,1
SHP_0060809,Semarang,Surabaya,4,5,0
SHP_0060810,Denpasar,Balikpapan,2,5,1
SHP_0060811,Makassar,Denpasar,5,6,0
SHP_0060812,Semarang,Jakarta,2,3,1
SHP_0060813,Makassar,Semarang,1,1,0
SHP_0060814,Surabaya,Jakarta,4,5,0
SHP_0060815,Bandung,Makassar,1,2,0
SHP_0060816,Semarang,Surabaya,4,3,0
SHP_0060817,Bandung,Semarang,2,1,0
SHP_0060818,Semarang,Balikpapan,4,3,0
SHP_0060819,Denpasar,Semarang,4,4,0
SHP_0060820,Balikpapan,Bandung,3,2,0
SHP_0060821,Medan,Semarang,1,3,1
SHP_0060822,Jakarta,Denpasar,1,2,0
SHP_0060823,Medan,Semarang,1,1,0
SHP_0060824,Medan,Balikpapan,2,3,1
SHP_0060825,Bandung,Makassar,5,5,0
SHP_0060826,Balikpapan,Surabaya,3,4,0
SHP_0060827,Makassar,Jakarta,2,4,1
SHP_0060828,Bandung,Balikpapan,2,3,0
SHP_0060829,Makassar,Medan,3,2,0
SHP_0060830,Balikpapan,Semarang,3,3,0
SHP_0060831,Medan,Makassar,1,1,0
SHP_0060832,Medan,Denpasar,5,4,0
SHP_0060833,Jakarta,Semarang,1,1,0
SHP_0060834,Balikpapan,Surabaya,2,3,0
SHP_0060835,Balikpapan,Medan,4,4,0
SHP_0060836,Medan,Semarang,5,5,0
SHP_0060837,Denpasar,Balikpapan,2,1,0
SHP_0060838,Denpasar,Balikpapan,3,4,0
SHP_0060839,Makassar,Denpasar,1,2,0
SHP_0060840,Denpasar,Balikpapan,4,3,0
SHP_0060841,Surabaya,Medan,5,7,1
SHP_0060842,Semarang,Medan,1,2,0
SHP_0060843,Makassar,Balikpapan,5,7,1
SHP_0060844,Surabaya,Bandung,4,3,0
SHP_0060845,Medan,Semarang,5,5,0
SHP_0060846,Makassar,Bandung,1,3,1
SHP_0060847,Surabaya,Makassar,3,5,1
SHP_0060848,Jakarta,Semarang,1,1,0
SHP_0060849,Surabaya,Medan,3,3,0
SHP_0060850,Semarang,Medan,3,4,1
SHP_0060851,Balikpapan,Bandung,1,2,0
SHP_0060852,Makassar,Semarang,1,4,1
SHP_0060853,Surabaya,Jakarta,3,4,0
SHP_0060854,Surabaya,Denpasar,2,3,0
SHP_0060855,Makassar,Jakarta,3,3,0
SHP_0060856,Bandung,Denpasar,3,4,0
SHP_0060857,Bandung,Medan,4,4,0
SHP_0060858,Bandung,Semarang,2,1,0
SHP_0060859,Denpasar,Jakarta,5,5,0
SHP_0060860,Surabaya,Denpasar,5,6,1
SHP_0060861,Makassar,Semarang,3,5,1
SHP_0060862,Denpasar,Surabaya,2,3,0
SHP_0060863,Makassar,Semarang,1,1,0
